索引番号,食品名,エネルギー,たんぱく質,脂質,炭水化物,食塩相当量
2251,＜アルコール飲料類＞（混成酒類）キュラソー,319,0,0,26.4,0
2252,＜アルコール飲料類＞（混成酒類）スイートワイン,125,0.1,0,13.4,0
2253,＜アルコール飲料類＞（混成酒類）ペパーミント,300,0,0,37.6,0
2254,＜アルコール飲料類＞（混成酒類）ベルモット甘口タイプ,151,0.1,0,16.4,0
2255,＜アルコール飲料類＞（混成酒類）ベルモット辛口タイプ,113,0.1,0,3.7,0
2256,＜アルコール飲料類＞（混成酒類）缶チューハイレモン風味,51,0,0,2.9,0
2257,＜茶類＞（緑茶類）玉露茶,241,29.1,4.1,43.9,0
2258,＜茶類＞（緑茶類）玉露浸出液,5,1.3,0,0,0
2259,＜茶類＞（緑茶類）抹茶茶,237,29.6,5.3,39.5,0
2260,＜茶類＞（緑茶類）せん茶茶,229,24.5,4.7,47.7,0
2261,＜茶類＞（緑茶類）せん茶浸出液,2,0.2,0,0.2,0
2262,＜茶類＞（緑茶類）かまいり茶浸出液,1,0.1,0,0,0
2263,＜茶類＞（緑茶類）番茶浸出液,0,0,0,0.1,0
2264,＜茶類＞（緑茶類）ほうじ茶浸出液,0,0,0,0.1,0
2265,＜茶類＞（緑茶類）玄米茶浸出液,0,0,0,0,0
2266,＜茶類＞（発酵茶類）ウーロン茶浸出液,0,0,0,0.1,0
2267,＜茶類＞（発酵茶類）紅茶茶,234,20.3,2.5,51.7,0
2268,＜茶類＞（発酵茶類）紅茶浸出液,1,0.1,0,0.1,0
2269,＜コーヒー・ココア類＞コーヒー浸出液,4,0.2,0,0.7,0
2270,＜コーヒー・ココア類＞コーヒーインスタントコーヒー,287,14.7,0.3,56.5,0.1
2271,＜コーヒー・ココア類＞コーヒーコーヒー飲料乳成分入り加糖,38,0.7,0.3,8.2,0.1
2272,＜コーヒー・ココア類＞ココアピュアココア,386,18.5,21.6,42.4,0
2273,＜コーヒー・ココア類＞ココアミルクココア,400,7.4,6.8,80.4,0.7
2274,＜その他＞青汁ケール,312,13.8,4.4,70.2,0.6
2275,＜その他＞甘酒,76,1.7,0.1,18.3,0.2
2276,＜その他＞昆布茶,173,5.2,0.2,42,51.3
2277,＜その他＞スポーツドリンク,21,0,0,5.1,0.1
2278,＜その他＞（炭酸飲料類）果実色飲料,51,0,0,12.8,0
2279,＜その他＞（炭酸飲料類）コーラ,46,0.1,0,11.4,0
2280,＜その他＞（炭酸飲料類）サイダー,41,0,0,10.2,0
2281,＜その他＞（炭酸飲料類）ビール風味炭酸飲料,5,0.1,0,1.2,0
2282,＜その他＞なぎなたこうじゅ浸出液,0,0,0,0,0
2283,＜その他＞麦茶浸出液,1,0,0,0.3,0
2284,＜調味料類＞（ウスターソース類）ウスターソース,122,1,0.1,27.1,8.5
2285,＜調味料類＞（ウスターソース類）中濃ソース,132,0.8,0.1,30.9,5.8
2286,＜調味料類＞（ウスターソース類）濃厚ソース,133,0.9,0.1,30.9,5.6
2287,＜調味料類＞（ウスターソース類）お好み焼きソース,146,1.6,0.1,33.7,4.9
2288,＜調味料類＞（辛味調味料類）トウバンジャン,49,2,2.3,7.9,17.8
2289,＜調味料類＞（辛味調味料類）チリペッパーソース,58,0.7,0.5,12.8,1.6
2290,＜調味料類＞（辛味調味料類）ラー油,887,0.1,99.8,0,0
2291,＜調味料類＞（しょうゆ類）こいくちしょうゆ,77,7.7,0,7.9,14.5
2292,＜調味料類＞（しょうゆ類）こいくちしょうゆ減塩,68,8.1,0,9,8.3
2293,＜調味料類＞（しょうゆ類）うすくちしょうゆ,60,5.7,0,5.8,16
2294,＜調味料類＞（しょうゆ類）うすくちしょうゆ低塩,77,6.4,0,7.6,12.8
2295,＜調味料類＞（しょうゆ類）たまりしょうゆ,111,11.8,0,15.9,13
2296,＜調味料類＞（しょうゆ類）さいしこみしょうゆ,102,9.6,0,15.9,12.4
2297,＜調味料類＞（しょうゆ類）しろしょうゆ,87,2.5,0,19.2,14.2
2298,＜調味料類＞（しょうゆ類）だししょうゆ,40,-4,0,-4.1,-7.3
2299,＜調味料類＞（しょうゆ類）照りしょうゆ,172,-2.4,0,-35.7,-4
2300,＜調味料類＞（食塩類）食塩,0,0,0,0,99.5
2301,＜調味料類＞（食塩類）並塩,0,0,0,0,97.3
2302,＜調味料類＞（食塩類）減塩タイプ食塩調味料含む,50,0,0,-16.7,49.4
2303,＜調味料類＞（食塩類）減塩タイプ食塩調味料不使用,0,0,0,0,45.7
2304,＜調味料類＞（食塩類）精製塩家庭用,0,0,0,0,99.6
2305,＜調味料類＞（食塩類）精製塩業務用,0,0,0,0,99.6
2306,＜調味料類＞（食酢類）黒酢,66,1,0,9,0
2307,＜調味料類＞（食酢類）穀物酢,37,0.1,0,2.4,0
2308,＜調味料類＞（食酢類）米酢,59,0.2,0,7.4,0
2309,＜調味料類＞（食酢類）果実酢バルサミコ酢,116,0.5,0,19.4,0.1
2310,＜調味料類＞（食酢類）果実酢ぶどう酢,36,0.1,0,1.2,0
2311,＜調味料類＞（食酢類）果実酢りんご酢,41,0.1,0,2.4,0
2312,＜調味料類＞（だし類）あごだし,0,0.1,0,0,0
2313,＜調味料類＞（だし類）かつおだし荒節,2,0.4,0,0,0.1
2314,＜調味料類＞（だし類）かつおだし本枯れ節,2,0.5,0,0,0.1
2315,＜調味料類＞（だし類）昆布だし水出し,4,0.1,0,0.9,0.2
2316,＜調味料類＞（だし類）昆布だし煮出し,5,0.1,0,1.3,0.2
2317,＜調味料類＞（だし類）かつお・昆布だし荒節・昆布だし,2,0.3,0,0.3,0.1
2318,＜調味料類＞（だし類）かつお・昆布だし本枯れ節・昆布だし,2,0.3,0,0.4,0.1
2319,＜調味料類＞（だし類）しいたけだし,4,0.1,0,0.9,0
2320,＜調味料類＞（だし類）煮干しだし,1,0.1,0.1,0,0.1
2321,＜調味料類＞（だし類）鶏がらだし,7,0.9,0.4,0,0.1
2322,＜調味料類＞（だし類）中華だし,3,0.8,0,0,0.1
2323,＜調味料類＞（だし類）洋風だし,6,1.3,0,0.3,0.5
2324,＜調味料類＞（だし類）固形ブイヨン,233,7,4.3,42.1,43.2
2325,＜調味料類＞（だし類）顆粒おでん用,166,-9.6,-0.1,-31.7,-56.4
2326,＜調味料類＞（だし類）顆粒中華だし,210,12.6,1.6,36.6,47.5
2327,＜調味料類＞（だし類）顆粒和風だし,223,24.2,0.3,31.1,40.6
2328,＜調味料類＞（だし類）なべつゆストレートしょうゆ味,20,-1,0,-4.1,-1.8
2329,＜調味料類＞（だし類）めんつゆストレート,44,2.2,0,8.7,3.3
2330,＜調味料類＞（だし類）めんつゆ二倍濃縮,71,3.4,0,14.4,6.6
2331,＜調味料類＞（だし類）めんつゆ三倍濃縮,98,4.5,0,20,9.9
2332,＜調味料類＞（だし類）ラーメンスープ濃縮しょうゆ味ストレートしょうゆ味,157,-3.3,-11.7,-9.9,-17.1
2333,＜調味料類＞（だし類）ラーメンスープ濃縮みそ味ストレートみそ味,187,-6.4,-11,-16.8,-16.5
2334,＜調味料類＞（調味ソース類）甘酢,125,-0.1,0,-28.4,-1.2
2335,＜調味料類＞（調味ソース類）エビチリの素,54,-1.2,-1.4,-9.5,-1.8
2336,＜調味料類＞（調味ソース類）オイスターソース,105,7.7,0.3,18.3,11.4
2337,＜調味料類＞（調味ソース類）黄身酢,222,-6.3,-13.1,-20,-5.7
2338,＜調味料類＞（調味ソース類）魚醤油いかなごしょうゆ,64,13.9,0,2.1,21.2
2339,＜調味料類＞（調味ソース類）魚醤油いしる（いしり）,67,12.8,0,4.2,21.9
2340,＜調味料類＞（調味ソース類）魚醤油しょっつる,29,6.1,0,1.1,24.3
2341,＜調味料類＞（調味ソース類）魚醤油ナンプラー,47,9.1,0.1,2.7,22.9
2342,＜調味料類＞（調味ソース類）ごま酢,217,-4,-8,-29.9,-1.7
2343,＜調味料類＞（調味ソース類）ごまだれ,285,-7.2,-15.1,-29.2,-4.3
2344,＜調味料類＞（調味ソース類）三杯酢,94,-0.9,0,-17.8,-2
2345,＜調味料類＞（調味ソース類）二杯酢,67,-3.5,0,-7.6,-6.4
2346,＜調味料類＞（調味ソース類）すし酢ちらし・稲荷用,159,-0.1,0,-34.9,-6.5
2347,＜調味料類＞（調味ソース類）すし酢にぎり用,81,-0.2,0,-14.3,-9.8
2348,＜調味料類＞（調味ソース類）すし酢巻き寿司・箱寿司用,117,-0.1,0,-23.8,-8.6
2349,＜調味料類＞（調味ソース類）中華風合わせ酢,158,-3,-3.4,-24.8,-5.5
2350,＜調味料類＞（調味ソース類）デミグラスソース,82,2.9,3,11,1.3
2351,＜調味料類＞（調味ソース類）テンメンジャン,249,8.5,7.7,38.1,7.3
2352,＜調味料類＞（調味ソース類）冷やし中華のたれ,117,2.1,1.2,23.1,5.8
2353,＜調味料類＞（調味ソース類）ホワイトソース,99,1.8,6.2,9.2,1
2354,＜調味料類＞（調味ソース類）ぽん酢しょうゆ,49,-3.4,-0.1,-7.4,-5.8
2355,＜調味料類＞（調味ソース類）ぽん酢しょうゆ市販品,62,3.7,0,10.8,7.8
2356,＜調味料類＞（調味ソース類）マーボー豆腐の素,115,4.2,6.3,10.4,3.6
2357,＜調味料類＞（調味ソース類）マリネ液,70,-0.1,0,-10.9,-0.9
2358,＜調味料類＞（調味ソース類）ミートソース,96,3.8,5,10.1,1.5
2359,＜調味料類＞（調味ソース類）焼きそば粉末ソース,251,5.6,0.7,62.4,30.6
2360,＜調味料類＞（調味ソース類）焼き鳥のたれ,132,-3.3,0,-28.5,-5.8
2361,＜調味料類＞（調味ソース類）焼き肉のたれ,165,-4.3,-2.2,-32.3,-8.3
2362,＜調味料類＞（調味ソース類）みたらしのたれ,127,-0.9,0,-30.8,-1.7
2363,＜調味料類＞（調味ソース類）ゆずこしょう,37,1.3,0.8,9.3,25.2
2364,＜調味料類＞（トマト加工品類）トマトピューレー,44,1.9,0.1,9.9,0
2365,＜調味料類＞（トマト加工品類）トマトペースト,94,3.8,0.1,22,0.1
2366,＜調味料類＞（トマト加工品類）トマトケチャップ,106,1.6,0.2,27.6,3.1
2367,＜調味料類＞（トマト加工品類）トマトソース,41,2,0.2,8.5,0.6
2368,＜調味料類＞（トマト加工品類）チリソース,112,1.8,0.1,26.3,3
2369,＜調味料類＞（ドレッシング類）半固形状ドレッシングマヨネーズ全卵型,669,1.4,76,3.6,1.9
2370,＜調味料類＞（ドレッシング類）半固形状ドレッシングマヨネーズ卵黄型,669,2.5,74.7,0.6,2
2371,＜調味料類＞（ドレッシング類）半固形状ドレッシングマヨネーズタイプ調味料低カロリータイプ,264,2.9,28.3,3.3,3.9
2372,＜調味料類＞（ドレッシング類）分離液状ドレッシングフレンチドレッシング分離液状,331,0,-31.5,-12.4,-6.3
2373,＜調味料類＞（ドレッシング類）分離液状ドレッシング和風ドレッシング分離液状,181,-1.9,-14.5,-9.3,-3.5
2374,＜調味料類＞（ドレッシング類）分離液状ドレッシング和風ドレッシングタイプ調味料ノンオイルタイプ,83,3.1,0.1,16.1,7.4
2375,＜調味料類＞（ドレッシング類）乳化液状ドレッシングごまドレッシング,401,-2.7,-38.3,-15,-4.4
2376,＜調味料類＞（ドレッシング類）乳化液状ドレッシングサウザンアイランドドレッシング,393,-0.3,-39.2,-12.8,-3
2377,＜調味料類＞（ドレッシング類）乳化液状ドレッシングフレンチドレッシング乳化液状,376,-0.1,-38.8,-9.3,-6.4
2378,＜調味料類＞（みそ類）米みそ甘みそ,206,9.7,3,37.9,6.1
2379,＜調味料類＞（みそ類）米みそ淡色辛みそ,182,12.5,6,21.9,12.4
2380,＜調味料類＞（みそ類）米みそ赤色辛みそ,178,13.1,5.5,21.1,13
2381,＜調味料類＞（みそ類）米みそだし入りみそ,169,11,5.6,20.6,11.9
2382,＜調味料類＞（みそ類）米みそだし入りみそ減塩,164,10.3,5.1,22.2,9.7
2383,＜調味料類＞（みそ類）麦みそ,184,9.7,4.3,30,10.7
2384,＜調味料類＞（みそ類）豆みそ,207,17.2,10.5,14.5,10.9
2385,＜調味料類＞（みそ類）減塩みそ,190,11,5.9,25.7,10.7
2386,＜調味料類＞（みそ類）即席みそ粉末タイプ,321,21.9,9.3,43,20.6
2387,＜調味料類＞（みそ類）即席みそペーストタイプ,122,8.9,3.7,15.4,9.6
2388,＜調味料類＞（みそ類）辛子酢みそ,219,-5,-2.1,-44.6,-3.3
2389,＜調味料類＞（みそ類）ごまみそ,245,-9.4,-9.9,-32.9,-4
2390,＜調味料類＞（みそ類）酢みそ,214,-4.9,-1.5,-44.8,-3.1
2391,＜調味料類＞（みそ類）練りみそ,267,-5.5,-1.7,-59.1,-3.4
2392,＜調味料類＞（ルウ類）カレールウ,474,6.5,34.1,44.7,10.6
2393,＜調味料類＞（ルウ類）ハヤシルウ,501,5.8,33.2,47.5,10.7
2394,＜調味料類＞（その他）お茶漬けの素さけ,251,-20.2,-3.7,-37.1,-33.8
2395,＜調味料類＞（その他）キムチの素,126,5.3,1,26,9.3
2396,＜調味料類＞（その他）酒かす,215,14.9,1.5,23.8,0
2397,＜調味料類＞（その他）即席すまし汁,194,-18.3,-0.8,-30.5,-45.7
2398,＜調味料類＞（その他）ふりかけたまご,426,-23.4,-21.9,-39.7,-9.2
2399,＜調味料類＞（その他）みりん風調味料,226,0.1,0,55.7,0.2
2400,＜調味料類＞（その他）料理酒,88,0.2,0,4.7,2.2
2401,＜香辛料類＞オールスパイス粉,364,5.6,5.6,75.2,0.1
2402,＜香辛料類＞オニオンパウダー,363,8.8,1.1,79.8,0.1
2403,＜香辛料類＞からし粉,435,33,14.3,43.7,0.1
2404,＜香辛料類＞からし練り,314,5.9,14.5,40.1,7.4
2405,＜香辛料類＞からし練りマスタード,175,4.8,10.6,13.1,3
2406,＜香辛料類＞からし粒入りマスタード,229,7.6,16,12.7,4.1
2407,＜香辛料類＞カレー粉,338,13,12.2,63.3,0.1
2408,＜香辛料類＞クローブ粉,398,7.2,13.6,66.4,0.7
2409,＜香辛料類＞こしょう黒粉,362,11,6,66.6,0.2
2410,＜香辛料類＞こしょう白粉,376,10.1,6.4,70.1,0
2411,＜香辛料類＞こしょう混合粉,369,10.6,6.2,68.3,0.1
2412,＜香辛料類＞さんしょう粉,375,10.3,6.2,69.6,0
2413,＜香辛料類＞シナモン粉,356,3.6,3.5,79.6,0.1
2414,＜香辛料類＞しょうが粉,365,7.8,4.9,72.5,0.1
2415,＜香辛料類＞しょうがおろし,41,0.7,0.6,8.6,1.5
2416,＜香辛料類＞セージ粉,377,6.4,10.1,66.9,0.3
2417,＜香辛料類＞タイム粉,342,6.5,5.2,69.8,0
2418,＜香辛料類＞チリパウダー,374,15,8.2,60.1,6.4
2419,＜香辛料類＞とうがらし粉,412,16.2,9.7,66.8,0
2420,＜香辛料類＞ナツメグ粉,520,5.7,38.5,47.5,0
2421,＜香辛料類＞にんにくガーリックパウダー食塩無添加,380,19.9,0.8,73.8,0
2422,＜香辛料類＞にんにくガーリックパウダー食塩添加,382,19.9,0.8,73.8,8.4
2423,＜香辛料類＞にんにくおろし,170,4.7,0.5,37,4.6
2424,＜香辛料類＞バジル粉,307,21.1,2.2,50.6,0.1
2425,＜香辛料類＞パセリ乾,341,28.7,2.2,51.6,2.2
2426,＜香辛料類＞パプリカ粉,385,15.5,11.6,55.6,0.2
2427,＜香辛料類＞わさび粉からし粉入り,384,16.5,4.4,69.7,0.1
2428,＜香辛料類＞わさび練り,265,3.3,10.3,39.8,6.1
2429,＜その他＞酵母パン酵母圧搾,105,16.5,1.5,12.1,0.1
2430,＜その他＞酵母パン酵母乾燥,307,37.1,6.8,43.1,0.3
2431,＜その他＞ベーキングパウダー,150,0,1.2,29,17.3
2432,和風料理和え物類青菜の白和え,81,-4.2,-3.4,-10.5,-1.3
2433,和風料理和え物類いんげんのごま和え,77,-3.7,-3.4,-9.1,-1.2
2434,和風料理和え物類わかめとねぎの酢みそ和え,85,-3.8,-0.9,-16.3,-1.8
2435,和風料理汁物類とん汁,26,-1.5,-1.5,-2,-0.6
2436,和風料理酢の物類紅白なます,34,-0.6,-0.6,-7.2,-0.6
2437,和風料理煮物類卯の花いり,84,-4.4,-4.1,-10.7,-1.1
2438,和風料理煮物類親子丼の具,101,-8.4,-5.2,-5.6,-1
2439,和風料理煮物類牛飯の具,122,-4.1,-9.4,-6.4,-1
2440,和風料理煮物類切り干し大根の煮物,48,-2.3,-2.5,-5.7,-0.9
2441,和風料理煮物類きんぴらごぼう,84,-1.4,-4.5,-11.3,-0.9
2442,和風料理煮物類ぜんまいのいため煮,80,-3.4,-4.2,-8.7,-1.1
2443,和風料理煮物類筑前煮,85,-4.4,-3.5,-10.2,-1.1
2444,和風料理煮物類肉じゃが,78,-4.3,-1.3,-13,-1.2
2445,和風料理煮物類ひじきのいため煮,75,-3.1,-4,-9.9,-1.4
2446,和風料理その他アジの南蛮漬け,109,-8.1,-6.1,-6.2,-0.7
2447,和風料理その他松前漬けしょうゆ漬,166,17,1.4,24.7,5.2
2448,洋風料理カレー類チキンカレー,131,-5.6,-8.8,-8.4,-1.4
2449,洋風料理カレー類ビーフカレー,119,-2.4,-9,-8.1,-1.7
2450,洋風料理カレー類ポークカレー,116,-2.8,-8.6,-7.7,-1.4
2451,洋風料理コロッケ類カニクリームコロッケ,255,-5.1,-17.1,-22,-0.8
2452,洋風料理コロッケ類コーンクリームコロッケ,245,-5.1,-16,-23.4,-0.8
2453,洋風料理コロッケ類ポテトコロッケ,226,-5.3,-12.6,-25.2,-0.7
2454,洋風料理シチュー類チキンシチュー,124,-6.2,-8,-7.8,-0.7
2455,洋風料理シチュー類ビーフシチュー,153,-4.1,-12.6,-7.1,-1
2456,洋風料理素揚げ類ミートボール,201,-10.2,-12.5,-13.4,-1.2
2457,洋風料理スープ類かぼちゃのクリームスープ,73,-1.5,-3.9,-10.1,-0.8
2458,洋風料理スープ類コーンクリームスープコーンクリームスープ,62,-1.7,-2.6,-8.5,-0.9
2459,洋風料理スープ類コーンクリームスープ粉末タイプ,425,8.1,13.7,67.4,7.1
2460,洋風料理ハンバーグステーキ類合いびきハンバーグ,197,-13.4,-12.2,-10,-0.9
2461,洋風料理ハンバーグステーキ類チキンハンバーグ,171,-12.6,-10.2,-8.5,-1.2
2462,洋風料理ハンバーグステーキ類豆腐ハンバーグ,142,-9.9,-9.2,-8.4,-0.6
2463,洋風料理フライ類いかフライ,227,-13.3,-11.3,-19.7,-0.5
2464,洋風料理フライ類えびフライ,236,-15.9,-11.6,-20.5,-0.9
2465,洋風料理フライ類白身フライ,299,9.7,21.8,16.2,0.9
2466,洋風料理フライ類メンチカツ,273,-10.7,-18.7,-18.7,-0.9
2467,洋風料理フライ用冷凍食品いかフライ冷凍,146,10.6,2,21.4,0.8
2468,洋風料理フライ用冷凍食品えびフライ冷凍,139,10.2,1.9,20.3,0.9
2469,洋風料理フライ用冷凍食品コロッケクリームコロッケ冷凍,159,4.7,6.3,20.9,0.7
2470,洋風料理フライ用冷凍食品コロッケポテトコロッケ冷凍,157,4.6,4.9,25.3,0.7
2471,洋風料理フライ用冷凍食品白身フライ冷凍,148,11.6,2.7,19.3,0.9
2472,洋風料理フライ用冷凍食品メンチカツ冷凍,196,9.9,7.2,23,1.1
2473,洋風料理その他えびグラタン,128,-5.5,-6.9,-12.1,-1
2474,洋風料理その他えびピラフ,146,-3.3,-2.3,-29.8,-1.4
2475,中国料理点心類ぎょうざ,209,-6.9,-11.3,-22.3,-1.2
2476,中国料理点心類しゅうまい,191,-9.1,-9.2,-19.5,-1.3
2477,中国料理点心類中華ちまき,174,-5.9,-5.5,-27.7,-1.1
2478,中国料理菜類酢豚,77,-4.6,-3.3,-7.6,-0.5
2479,中国料理菜類八宝菜,64,-5.8,-3.2,-3.8,-0.8
2480,中国料理菜類麻婆豆腐,104,-7.8,-6.8,-3.8,-1
2481,韓国料理和え物類もやしのナムル,70,-3.1,-4.5,-5.7,-1.3
